move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
367,Haze,黑雾,Ice,3,—,—,30,"Resets all stat changes. Z-Move effects When a Pokémon is holding Icium Z and uses its Z-Power, Haze turns into Z-Haze and fully restores the user's HP, in addition to its usual effect as above."
368,Head Charge,爆炸头突击,Normal,1,120,100,15,"Head Charge deals damage, but the user receives 1 ⁄ 4 of the damage it inflicts in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP."
369,Head Smash,双刃头锤,Rock,1,150,80,5,"Head Smash deals damage, but the user receives 1 ⁄ 2 of the damage it inflicts in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 50 HP."
370,Headbutt,头锤,Normal,1,70,100,15,Headbutt deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
371,Headlong Rush,突飞猛扑,Ground,1,120,100,5,"Headlong Rush deals damage, but lowers the user's Defense and Special Defense stats by one stage each after attacking. Stats can be lowered to a minimum of -6 stages each."
372,Heal Bell,治愈铃声,Normal,3,—,—,5,"Heals the user's party's status conditions. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Heal Bell turns into Z-Heal Bell and fully restores the user's HP, in addition to its usual effect as above."
373,Heal Block,回复封锁,Psychic,3,—,100,15,"Prevents the opponent from restoring HP for 5 turns. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Heal Block turns into Z-Heal Block and raises Special Attack two stages, in addition to its usual effect as above."
374,Heal Order,回复指令,Bug,3,—,—,10,Heal Order recovers up to 50% of the user's maximum HP.
375,Heal Pulse,治愈波动,Psychic,3,—,—,10,Heal Pulse restores half of the target's maximum HP. It can be used on team-mates but not on itself.
376,Healing Wish,治愈之愿,Psychic,3,—,—,10,"The user faints and the next Pokémon released is fully healed. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Healing Wish has no additional effect."
377,Heart Stamp,爱心印章,Psychic,1,60,100,25,Heart Stamp deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
378,Heart Swap,心灵互换,Psychic,3,—,—,10,"Stat changes are swapped with the opponent. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Heart Swap turns into Z-Heart Swap and raises critical-hit ratio one stage, in addition to its usual effect as above."
379,Heat Crash,高温重压,Fire,1,—,100,10,"Ratio (r) Power 5 ≤ r 120 4 ≤ r < 5 100 3 ≤ r < 4 80 2 ≤ r < 3 60 r < 2 40 Heat Crash inflicts more damage the heavier the user compared to the opponent. The table shows the different base powers for each ratio, where r = UserWeight ÷ TargetWeight For example, if the user's weight is at least 4 times more than the target but less than 5 times, Heat Crash hits with 100 base power. If the target has used Minimize , Heat Crash ignores accuracy and deals double damage."
380,Heat Wave,热风,Fire,2,95,90,10,"Heat Wave deals damage and has a 10% chance of burning the target. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned."
381,Heavy Slam,重磅冲撞,Steel,1,—,100,10,"Ratio (r) Power 5 ≤ r 120 4 ≤ r < 5 100 3 ≤ r < 4 80 2 ≤ r < 3 60 r < 2 40 Heavy Slam inflicts more damage the heavier the user compared to the opponent. The table shows the different base powers for each ratio, where r = UserWeight ÷ TargetWeight For example, if the user's weight is at least 4 times more than the target but less than 5 times, Heavy Slam hits with 100 base power. If the target has used Minimize , Heavy Slam ignores accuracy and deals double damage."
382,Helping Hand,帮助,Normal,3,—,—,20,"In Double Battles, boosts the power of the partner's move. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Helping Hand turns into Z-Helping Hand and eliminates any stat drops applied to the user, in addition to its usual effect as above."
383,Hex,祸不单行,Ghost,2,65,100,10,"Hex inflicts damage, but if the target has a major status ailment (i.e. is burned, poisoned, paralyzed, asleep or frozen) it will double in power to 130."
384,Hidden Power,觉醒力量,Normal,2,60,100,15,"Hidden Power deals damage, however its type varies for every Pokémon, depending on that Pokémon's Individual Values (IVs). This makes it a useful move for coverage - giving the Pokémon a type of move they don't normally have. Hidden Power can be any type except Normal or Fairy. It receives STAB if the user's type matches the type given to Hidden Power . Individual Values are 6 hidden numbers (one for each stat) that are randomly generated upon encountering a Pokémon. It is not possible to find your exact IVs in-game. You can find the type of Hidden Power in-game by talking to a particular character who will state the type a Pokémon's Hidden Power would be if it learned the move. They are located at: Veilstone Game Corner (Prize Exchange) in Platinum Celadon Game Corner (Prize Exchange) in HeartGold/SoulSilver Mistralton City (PokéCenter) in Black/White Pokémon World Tournament in Black 2/White 2 Anistar City (southeasternmost house) in X/Y. Fortree City (northwest) in Omega Ruby/Alpha Sapphire. Paniola Ranch (in the Pokémon Nursery) in Sun/Moon. It is also possible to determine via elimination by using the move against different Pokémon, or against Kecleon , whose ability Color Change will tell you the type."
385,High Horsepower,十万马力,Ground,1,95,95,10,"The user fiercely attacks the target using its entire body. Z-Move effects When a Pokémon is holding Groundium Z and uses its Z-Power, High Horsepower turns into Tectonic Rage and has base power 175 ."
386,High Jump Kick,飞膝踢,Fighting,1,130,90,10,"High Jump Kick deals damage, however, if it misses the user keeps going and crashes, losing 1 ⁄ 2 of its maximum HP. High Jump Kick cannot be used if Gravity is in effect."
387,Hold Back,手下留情,Normal,1,40,100,40,"Always leaves opponent with at least 1 HP. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Hold Back turns into Breakneck Blitz and has base power 100 ."
388,Hold Hands,牵手,Normal,3,—,—,40,"Makes the user and an ally very happy. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Hold Hands turns into Z-Hold Hands and raises all stats one stage each, in addition to its usual effect as above."
389,Hone Claws,磨爪,Dark,3,—,—,15,Hone Claws raises the user's Attack and Accuracy by one stage each. Stats can be raised to a maximum of +6 stages each.
390,Horn Attack,角撞,Normal,1,65,100,25,Horn Attack deals damage with no additional effect.
391,Horn Drill,角钻,Normal,1,—,30,5,"If it hits, Horn Drill is guaranteed to make the opponent faint. Its accuracy increases if the user is a higher level than the target Pokémon, but fails if the target is higher level. Its accuracy (as a percentage) is calculated as below, ignoring all other accuracy and evasion modifiers: This means that if the user and target Pokémon are the same level, Horn Drill has 30% accuracy."
392,Horn Leech,木角,Grass,1,75,100,10,"Horn Leech deals damage and the user will recover 50% of the HP drained. If the user is holding a Big Root , the move instead recovers 65% of the damage dealt (30% more than normal). If used on a Pokémon with the ability Liquid Ooze , the user instead loses the HP it would have otherwise gained."
393,Howl,长嚎,Normal,3,—,—,40,Howl raises the Attack of the user and its teammates by one stage. Stats can be raised to a maximum of +6 stages each.
394,Hurricane,暴风,Flying,2,110,70,10,"Hurricane deals damage and has a 30% chance of confusing the target. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused. If used during rain , Hurricane ignores accuracy. Conversely, if used during intense sunlight , its accuracy drops to 50%. Hurricane can hit Pokémon in the invulnerable stage of Fly and Bounce ."
395,Hydro Cannon,加农水炮,Water,2,150,90,5,"User must recharge next turn. Z-Move effects When a Pokémon is holding Waterium Z and uses its Z-Power, Hydro Cannon turns into Hydro Vortex and has base power 200 ."
396,Hydro Pump,水炮,Water,2,110,80,5,Hydro Pump deals damage with no additional effect.
397,Hydro Steam,水蒸气,Water,2,80,100,15,"Hydro Steam deals damage, and its power is boosted by 50% in harsh sunlight, instead of being reduced."
398,Hydro Vortex,超级水流大漩涡,Water,—,—,—,1,"Hydro Vortex is the Water type Z-Move, introduced in Pokémon Sun/Moon."
399,Hyper Beam,破坏光线,Normal,2,150,90,5,"Hyper Beam deals damage, but the user must recharge on the next turn (bringing its effective power down to 75 per turn). If the user has the ability Truant , it will recharge in the same turn that it loafs around . Hyper Beam is the Special counterpart to Giga Impact ."
400,Hyper Drill,强力钻,Normal,1,100,100,5,Can strike through Protect/Detect.
401,Hyper Fang,终结门牙,Normal,1,80,90,15,Hyper Fang deals damage and has a 10% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
402,Hyper Voice,巨声,Normal,2,90,100,10,"Hyper Voice deals damage with no additional effect, besides targeting multiple foes. Hyper Voice has no effect on Pokémon with the ability Soundproof ."
403,Hyperspace Fury,异次元猛攻,Dark,1,100,∞,5,"Hyperspace Fury deals damage but lowers the user's Defense by one stage after attacking. The move always hits, even if the target used a Protect -like move. Stats can be lowered to a minimum of -6 stages each. Hyperspace Fury is the signature move of Hoopa Unbound ."
404,Hyperspace Hole,异次元洞,Psychic,2,80,∞,5,"Hyperspace Hole deals damage and always hits, even if the target used a Protect -like move. It is the signature move of Hoopa ."
405,Hypnosis,催眠术,Psychic,3,—,60,20,"Hypnosis puts the target to sleep, if it hits. Sleeping Pokémon cannot move (with some exceptions such as Snore ). Sleep lasts for 1-3 turns. Pokémon with the abilities Insomnia or Vital Spirit , or those behind a Substitute cannot be put to sleep."
406,Ice Ball,冰球,Ice,1,30,90,20,"Ice Ball deals damage for 5 turns, doubling in power each turn. The move stops if it misses on any turn. If it doesn't miss, Ice Ball will deal 30, 60, 120, 240 and 480 base power damage each turn respectively. If the user has used Defense Curl in any previous turn (without switching out) then Ice Ball doubles in power, i.e. it will deal 60, 120, 240, 480 and 960 base power damage respectively. As Ice Ball has 90% accuracy, the chances of it being successful for each turn (with normal Accuracy/Evasion and no other interruptions) are 90%, 81%, 73%, 66% and 59% respectively. In other words, roughly 3 out of every 5 times Ice Ball is used, it will hit for the full 5 turns."
407,Ice Beam,冰冻光束,Ice,2,90,100,10,"Ice Beam deals damage and has a 10% chance of freezing the target. Ice type Pokémon, those with the ability Magma Armor or those behind a Substitute cannot be frozen."
408,Ice Burn,极寒冷焰,Ice,2,140,90,5,"The user of Ice Burn will charge on the first turn. On the second turn, it deals damage and has a 30% chance of burning the target. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned. If the user is holding a Power Herb , Ice Burn executes in one turn."
409,Ice Fang,冰冻牙,Ice,1,65,95,15,"Ice Fang deals damage, has a 10% chance of freezing the target and has a 10% chance of causing the target to flinch (if the target has not yet moved). Ice type Pokémon, those with the ability Magma Armor or those behind a Substitute cannot be frozen. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch."
410,Ice Hammer,冰锤,Ice,1,100,90,10,"The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.							(100% chance) Z-Move effects When a Pokémon is holding Icium Z and uses its Z-Power, Ice Hammer turns into Subzero Slammer and has base power 180 ."
